date,ticker,open,high,low,adjusted_close,volume,company,member_2025_01_01,member_2026_01_01
2024-08-05,AAPL,197.38020983290735,214.91829038971974,194.31675040865454,214.3829345703125,342088200,Apple,True,True
2024-08-12,AAPL,214.46234776812838,225.1422830006272,213.99584357120563,224.3680877685547,214898200,Apple,True,True
2024-08-19,AAPL,224.04054456282037,226.6410457573631,221.38047707280327,225.15220642089844,188124900,Apple,True,True
2024-08-26,AAPL,225.0727885692476,231.18695877304842,222.22414762792826,227.29612731933594,209486100,Apple,True,True
2024-09-02,AAPL,226.84948285375697,227.2961316117156,215.8618416235898,219.177001953125,179069200,Apple,True,True
2024-09-09,AAPL,219.1769594922243,222.37298661536337,215.0975400220247,220.84445190429688,237580300,Apple,True,True
2024-09-16,AAPL,214.92881329474463,231.35567496568984,212.32831242269071,226.50205993652344,550232800,Apple,True,True
2024-09-23,AAPL,225.6484745422025,227.81226214161182,222.35318485660324,226.09512329101562,210673500,Apple,True,True
2024-09-30,AAPL,228.32840169303208,231.26638474686257,221.3606442674759,225.11251831054688,221996800,Apple,True,True
2024-10-07,AAPL,222.82960881642157,228.04054621636018,219.68319700379416,225.85691833496094,164894900,Apple,True,True
2024-10-14,AAPL,226.99835228776024,235.7229586844283,226.89910542593395,233.25148010253906,218141000,Apple,True,True
2024-10-21,AAPL,232.7055607186093,235.08771249287864,226.0653355550321,229.6881866455078,197299900,Apple,True,True
2024-10-28,AAPL,231.58398200794247,232.98347934540053,218.6310779402587,221.25143432617188,248222000,Apple,True,True
2024-11-04,AAPL,219.58704914733005,227.20835428792034,218.3151764477899,225.51914978027344,208083400,Apple,True,True
2024-11-11,AAPL,223.5715789794922,227.41700528612566,220.09379886203342,223.5715789794922,223817700,Apple,True,True
2024-11-18,AAPL,223.82000977778605,229.25528492407807,223.74051583501623,228.41067504882812,196291700,Apple,True,True
2024-11-25,AAPL,229.99058887572758,236.3002669685808,228.2815070380799,235.8233184814453,198118800,Apple,True,True
2024-12-02,AAPL,235.7636936608622,243.0769692456264,235.6543913903078,241.29832458496094,208286500,Apple,True,True
2024-12-09,AAPL,240.2947411292383,249.20779618831912,240.21524719077908,246.55474853515625,192702600,Apple,True,True
2024-12-16,AAPL,246.4156545420052,253.3811464831127,244.13025293349912,252.8743896484375,368202900,Apple,True,True
2024-12-23,AAPL,253.1525903841548,258.448754562261,251.45343969164696,253.96737670898438,133685900,Apple,True,True
2024-12-30,AAPL,250.6287012179628,251.89064280595687,240.2848011370361,241.8150177001953,171023000,Apple,True,True
2025-01-06,AAPL,242.75897506839462,245.7598065906861,231.5207799769646,235.34634399414062,185241400,Apple,True,True
2025-01-13,AAPL,232.04743970534983,237.44297537692574,226.58235631113638,228.5199737548828,269145400,Apple,True,True
2025-01-20,AAPL,222.57793290598494,225.5886956961794,217.9872678916129,221.3656768798828,277129600,Apple,True,True
2025-01-27,AAPL,222.59779951325027,245.62070152543137,222.55804496503364,234.50173950195312,372675200,Apple,True,True
2025-02-03,AAPL,228.5299088411928,232.51444580894437,224.2671355106879,226.1848907470703,227383400,Apple,True,True
2025-02-10,AAPL,228.36337644061123,244.25938055012708,226.0058229519583,243.3143768310547,226587600,Apple,True,True
2025-02-17,AAPL,242.86671832240026,247.38286415088766,240.56886233053697,244.25936889648438,166541000,Apple,True,True
2025-02-24,AAPL,243.6426333996965,248.68599261566462,228.9900589647863,240.56887817382812,241760300,Apple,True,True
2025-03-03,AAPL,240.51913565457397,242.74736759153322,228.0251539328342,237.81344604492188,239653700,Apple,True,True
2025-03-10,AAPL,234.30198115798896,234.91873272277883,207.32453033827665,212.36788940429688,332232000,Apple,True,True
2025-03-17,AAPL,212.1888354098664,217.68976839110027,208.86639416791027,217.12277221679688,287881900,Apple,True,True
2025-03-24,AAPL,219.8384274861568,223.8373026795751,216.5358700680628,216.7547149658203,190172600,Apple,True,True
2025-03-31,AAPL,215.86940495257275,224.43415199393232,186.35535024633944,187.389892578125,366947800,Apple,True,True
2025-04-07,AAPL,176.26863642854042,199.55559746337858,168.32064146270525,197.1085205078125,675037600,Apple,True,True
2025-04-14,AAPL,210.32866037319545,211.8207762780239,191.3588862174206,195.9446563720703,264593900,Apple,True,True
2025-04-21,AAPL,192.25419130243264,208.6475693809006,188.81237013013234,208.18003845214844,238181400,Apple,True,True
2025-04-28,AAPL,208.89624454722153,213.43227485738694,201.09745506032002,204.27069091796875,286233500,Apple,True,True
2025-05-05,AAPL,202.0325138868286,203.02725789379755,192.23427934674888,197.4865264892578,275704500,Apple,True,True
2025-05-12,AAPL,210.13635403728574,213.09461930909538,205.9330281358759,210.42520141601562,264778300,Apple,True,True
2025-05-19,AAPL,207.08843420538076,208.65222234841355,192.6955373289648,194.49838256835938,273024200,Apple,True,True
2025-05-26,AAPL,197.5164239500966,203.00464580701131,196.00242594876025,200.0563507080078,223844900,Apple,True,True
2025-06-02,AAPL,199.4885810508963,205.4250364615705,199.3292096522959,203.11419677734375,227142700,Apple,True,True
2025-06-09,AAPL,203.5823328194034,205.18597135883695,194.92666975119658,195.6737060546875,283877000,Apple,True,True
2025-06-16,AAPL,196.52037308279387,200.90298042554332,194.29918917214766,200.20574951171875,224085100,Apple,True,True
2025-06-23,AAPL,200.8332606138876,202.86519283311563,198.173812986467,200.28543090820312,273391700,Apple,True,True
2025-06-30,AAPL,201.21175322846332,213.80180573654258,198.47261983692437,212.70616149902344,273599300,Apple,True,True
2025-07-07,AAPL,211.83959009410853,215.3755653490242,206.4011737334106,210.3256072998047,226036700,Apple,True,True
2025-07-14,AAPL,209.10042902749277,211.56066974090578,206.71987400826427,210.34548950195312,225669600,Apple,True,True
2025-07-21,AAPL,211.2618860180997,214.9273370829097,210.7937420225352,213.03485107421875,231062200,Apple,True,True
2025-07-28,AAPL,213.18426633889013,214.0010334313684,200.7037794341265,201.58030700683594,319915100,Apple,True,True
2025-08-04,AAPL,203.70188333105932,230.08721487155407,200.8830641129261,228.44374084472656,431826300,Apple,True,True
2025-08-11,AAPL,227.27700096548313,234.45668562020194,224.12591215741898,230.9366455078125,295265800,Apple,True,True
2025-08-18,AAPL,231.04634948245382,232.4623417031178,223.14869437263826,227.11746215820312,192241700,Apple,True,True
2025-08-25,AAPL,225.84107124036194,232.75152887535057,224.05612771828763,231.485107421875,194310800,Apple,True,True
2025-09-01,AAPL,228.6032446236785,240.63920029193574,226.32967812995858,239.0137939453125,212923200,Apple,True,True
2025-09-08,AAPL,238.62492485546534,239.47251783024203,225.31257983814245,233.40968322753906,304787000,Apple,True,True
2025-09-15,AAPL,236.33139821225416,245.60516498271895,234.36695457103636,244.8074188232422,360619500,Apple,True,True
2025-09-22,AAPL,247.59951454210247,256.87328100426123,247.42001443471003,254.73931884765625,309374700,Apple,True,True
2025-09-29,AAPL,253.84185333520446,258.5086431914624,252.29622302758764,257.2920837402344,218331700,Apple,True,True
2025-10-06,AAPL,257.2621651024986,258.3391353160658,243.3116425485481,244.57806396484375,213437900,Apple,True,True
2025-10-13,AAPL,248.67646816118244,252.66518358811555,244.00966319948495,251.5782470703125,196438500,Apple,True,True
2025-10-20,AAPL,255.16809491433654,264.54158521895795,254.7093859491356,262.07855224609375,253202800,Apple,True,True
2025-10-27,AAPL,264.1327665603508,276.53767519933945,263.90340444528664,269.6072692871094,293563300,Apple,True,True
2025-11-03,AAPL,269.6571269614624,272.6287005569912,265.49887762902506,267.7126159667969,242583900,Apple,True,True
2025-11-10,AAPL,268.46120156049017,276.1868683406347,266.9639833305141,271.9048156738281,232952800,Apple,True,True
2025-11-17,AAPL,268.3214798116544,274.91920692549047,264.8279705721872,270.98651123046875,235974500,Apple,True,True
2025-11-24,AAPL,270.3976166339372,279.86004717701866,270.3976166339372,278.3328857421875,166067000,Apple,True,True
2025-12-01,AAPL,277.4944394213987,288.0847485253161,275.62791221541005,278.26300048828125,235050800,Apple,True,True
2025-12-08,AAPL,277.61423079069147,279.5107012714717,273.3022346404435,277.7639465332031,176224300,Apple,True,True
2025-12-15,AAPL,279.63046977324734,279.63046977324734,266.454966788286,273.1625061035156,334459100,Apple,True,True
2025-12-22,AAPL,272.35396775197984,274.9192090093257,269.06009977133715,272.8929748535156,105646200,Apple,True,True
2025-12-29,AAPL,272.1842928640819,277.32473598417806,268.5011336129586,270.5074157714844,110986500,Apple,True,True
2026-01-05,AAPL,270.13812746136426,271.00650921992593,255.22581521140742,258.8890075683594,236725400,Apple,True,True
2026-01-12,AAPL,258.67941038920173,261.3344812690613,254.45724364888233,255.05613708496094,242545400,Apple,True,True
2026-01-19,AAPL,252.2613221858945,254.3174995950486,242.96858949337226,247.58001708984375,216306500,Apple,True,True
2026-01-26,AAPL,251.0136304449602,261.46423046080906,249.3367532864061,258.9988098144531,306601900,Apple,True,True
2026-02-02,AAPL,259.5477693534943,280.3890519626743,258.7292827448197,277.6042175292969,332284600,Apple,True,True
2026-02-09,AAPL,277.6541900827471,279.92208959259744,255.21485759663088,255.5445556640625,268299500,Apple,True,True
2026-02-16,AAPL,257.81246799828614,266.57441524378936,255.30478379336117,264.3364562988281,165588200,Apple,True,True
2026-02-23,AAPL,263.2474612835467,275.8558403458985,262.6480379442022,263.93682861328125,222748700,Apple,True,True
2026-03-02,AAPL,262.1684475182342,266.2846500584642,254.13584003818684,257.2229919433594,210978500,Apple,True,True
2026-03-09,AAPL,255.45465088182547,262.2384095183217,249.29033192864068,249.8897705078125,172752200,Apple,True,True
2026-03-16,AAPL,251.87793672555645,254.8951611244627,245.77356028907465,247.76173400878906,223388900,Apple,True,True
2026-03-23,AAPL,253.7362230980701,256.7634327785648,247.8416601166152,248.57098388671875,203871800,Apple,True,True
2026-03-30,AAPL,249.83982684556716,255.94418817460965,245.2840113565413,255.68443298339844,160393100,Apple,True,True
2026-04-06,AAPL,256.2738876129867,261.94865175168746,245.47382560999438,260.240234375,191923800,Apple,True,True
2026-04-13,AAPL,259.4909275368482,272.0493335842862,256.4237461777084,269.98126220703125,239278200,Apple,True,True
2026-04-20,AAPL,270.0811468312975,275.5161417305677,265.15569223179835,270.81048583984375,201605900,Apple,True,True
2026-04-27,AAPL,265.84505607788714,286.95561044034525,264.8260059810391,279.88214111328125,283297200,Apple,True,True
2026-05-04,AAPL,279.40258812049325,294.4886952888782,274.6069880295595,293.0500183105469,252233300,Apple,True,True
2026-05-11,AAPL,291.9800109863281,303.20001220703125,290.2300109863281,300.2300109863281,230867400,Apple,True,True
2026-05-18,AAPL,300.239990234375,311.3999938964844,294.9100036621094,308.82000732421875,201591700,Apple,True,True
2026-05-25,AAPL,309.55999755859375,315.0,307.6700134277344,312.05999755859375,216678600,Apple,True,True
2026-06-01,AAPL,309.6300048828125,316.94000244140625,305.0199890136719,307.3399963378906,254400900,Apple,True,True
2026-06-08,AAPL,308.739990234375,317.3999938964844,287.3800048828125,291.1300048828125,282165800,Apple,True,True
2026-06-15,AAPL,294.1199951171875,302.07000732421875,291.70001220703125,298.010009765625,214314300,Apple,True,True
2026-06-22,AAPL,297.30999755859375,302.4200134277344,273.75,283.7799987792969,518761900,Apple,True,True
2026-06-29,AAPL,286.7300109863281,296.5899963378906,279.8500061035156,294.5450134277344,150881075,Apple,True,True
2024-01-01,AMGN,266.1950031232224,282.69783094235186,266.1950031232224,280.76123046875,11378700,Amgen,True,True
2024-01-08,AMGN,279.3434552815632,288.22031380749166,277.9813455572238,284.0135498046875,11987300,Amgen,True,True
2024-01-15,AMGN,284.01353467536865,286.4041616776139,277.56434744202556,285.2181091308594,9130200,Amgen,True,True
2024-01-22,AMGN,286.04285751461055,289.5176248397262,282.836785169339,288.88751220703125,10370700,Amgen,True,True
2024-01-29,AMGN,288.5817262603334,301.8599571551904,287.14550050426175,299.4693298339844,15010400,Amgen,True,True
2024-02-05,AMGN,299.78436973210904,305.5200541741662,267.58486153349736,269.75311279296875,27029200,Amgen,True,True
2024-02-12,AMGN,270.78792587695904,275.97077126363257,264.53113241123975,264.9327087402344,16024700,Amgen,True,True
2024-02-19,AMGN,265.0727733564835,272.90774363713496,261.9910577077446,270.0501708984375,10791400,Amgen,True,True
2024-02-26,AMGN,269.20971748715937,270.69453248210067,255.3420681020535,261.7856140136719,18465700,Amgen,True,True
2024-03-04,AMGN,264.52188253771493,266.9779081632898,251.74681594338284,255.64097595214844,14091900,Amgen,True,True
2024-03-11,AMGN,256.35065732673826,260.13273082482027,250.4300636476407,251.083740234375,16397000,Amgen,True,True
2024-03-18,AMGN,252.1390227723202,259.8806325993231,251.40127468899286,257.90087890625,14002800,Amgen,True,True
2024-03-25,AMGN,258.1436133325914,269.4805425019739,257.1910985674602,265.5116882324219,10843600,Amgen,True,True
2024-04-01,AMGN,263.44786798078167,265.1288116228473,247.54443632971825,252.09230041503906,10503300,Amgen,True,True
2024-04-08,AMGN,251.65339997947214,254.94053508065727,247.12423092755006,249.5989227294922,9882600,Amgen,True,True
2024-04-15,AMGN,252.07363395239827,253.00748213819497,243.4355382337787,251.13978576660156,11395500,Amgen,True,True
2024-04-22,AMGN,251.9895783916792,256.67748578959527,248.14212861905233,252.12033081054688,11357100,Amgen,True,True
2024-04-29,AMGN,251.37324053383807,301.2594217139705,251.19580710377198,290.6976013183594,20302100,Amgen,True,True
2024-05-06,AMGN,290.3146844194329,294.0594241947205,277.83845973476645,289.6329650878906,15562400,Amgen,True,True
2024-05-13,AMGN,293.5711095338142,302.30818520076343,288.78406515881693,293.8720703125,10997600,Amgen,True,True
2024-05-20,AMGN,295.69658543144834,297.8220813220156,285.81212258246615,287.63665771484375,10515100,Amgen,True,True
2024-05-27,AMGN,285.06912023166143,287.69306968821667,277.90266116002533,287.64605712890625,12328600,Amgen,True,True
2024-06-03,AMGN,288.5301481048409,292.9410058946665,285.76513191715327,286.865478515625,9879100,Amgen,True,True
2024-06-10,AMGN,286.4234188192195,287.3451003442088,277.7239713384373,280.84637451171875,8819400,Amgen,True,True
2024-06-17,AMGN,280.7241403980938,294.7843416211382,278.90901911225814,289.818603515625,13529100,Amgen,True,True
2024-06-24,AMGN,291.5490514986675,306.7095975844067,289.5928640397191,293.8532409667969,14940400,Amgen,True,True
2024-07-01,AMGN,294.6902532203857,300.013378042972,287.8905666395202,292.3766784667969,5587200,Amgen,True,True
2024-07-08,AMGN,292.8280605884298,313.97949130921404,289.320085902911,311.13922119140625,9657100,Amgen,True,True
2024-07-15,AMGN,312.12674908271777,318.80416800206575,308.35541217323316,311.5718688964844,9578500,Amgen,True,True
2024-07-22,AMGN,313.39646943673637,326.20581506211363,310.678465782864,314.9200439453125,9602400,Amgen,True,True
2024-07-29,AMGN,314.19584589139487,320.60054721424444,306.34285335115294,314.1112060546875,9809600,Amgen,True,True
2024-08-05,AMGN,312.9167520540458,313.49984551896495,288.34198579686995,303.2956237792969,14562900,Amgen,True,True
2024-08-12,AMGN,306.74276981173006,309.83009443033035,301.0890040052289,304.4130859375,8446900,Amgen,True,True
2024-08-19,AMGN,304.4320775986196,313.7413932367657,304.3847376867408,311.3832702636719,7648100,Amgen,True,True
2024-08-26,AMGN,311.01387672788536,317.87983873005726,308.15385882238917,316.1467590332031,8126100,Amgen,True,True
2024-09-02,AMGN,314.30957013190664,315.49335676399636,302.10234850929777,303.5797119140625,7962400,Amgen,True,True
2024-09-09,AMGN,305.43588179849223,316.7339633998336,303.14408705931555,314.83990478515625,7814200,Amgen,True,True
2024-09-16,AMGN,318.0503556692561,321.04297209258067,313.4667367629622,319.5087890625,11435500,Amgen,True,True
2024-09-23,AMGN,321.04294894730106,321.2039566529072,295.62468471706165,305.5779724121094,13016300,Amgen,True,True
2024-09-30,AMGN,304.29948924104826,306.10831883640543,298.7498820106319,302.7274169921875,9671800,Amgen,True,True
2024-10-07,AMGN,303.12514107828395,311.733663286989,298.0301474614587,310.95709228515625,6916800,Amgen,True,True
2024-10-14,AMGN,308.3432474280908,309.9910690608033,302.27278651887536,304.6214294433594,8533900,Amgen,True,True
2024-10-21,AMGN,303.20090784667224,304.75402088903553,297.0168075984413,300.1893615722656,8097000,Amgen,True,True
2024-10-28,AMGN,301.2121419880119,306.2692750682191,294.17572110514055,302.3106994628906,10046300,Amgen,True,True
2024-11-04,AMGN,303.59866352354055,310.86239152716894,296.4391237794309,308.0497131347656,10403800,Amgen,True,True
2024-11-11,AMGN,308.64636826925374,310.22789124952357,264.8083673978374,268.5870056152344,21703200,Amgen,True,True
2024-11-18,AMGN,266.69689426373134,282.06600282694365,263.0503051319816,281.15911865234375,17750500,Amgen,True,True
2024-11-25,AMGN,280.22359152086904,283.822462095157,246.09654735987104,270.0284423828125,30561600,Amgen,True,True
2024-12-02,AMGN,269.2742596127705,269.57021318850906,259.15549644739605,260.2055358886719,21477700,Amgen,True,True
2024-12-09,AMGN,260.7592630944283,267.28874171767217,257.7617967931572,258.3345642089844,17162500,Amgen,True,True
2024-12-16,AMGN,258.3345464125199,260.3105807515239,241.80083724534003,251.42323303222656,30960600,Amgen,True,True
2024-12-23,AMGN,251.16547316960992,252.7787538753438,248.68352974432005,250.7263641357422,8341000,Amgen,True,True
2024-12-30,AMGN,248.98898860211676,251.61414580759825,246.58340048685318,249.36129760742188,10342600,Amgen,True,True
2025-01-06,AMGN,247.2897811760473,253.17013643344302,245.38057605866527,250.325439453125,12985200,Amgen,True,True
2025-01-13,AMGN,250.21087106562996,264.3962807121938,249.4185637334968,259.75689697265625,15974200,Amgen,True,True
2025-01-20,AMGN,259.78559133815946,265.37954914607405,258.01001517716276,262.91668701171875,11951400,Amgen,True,True
2025-01-27,AMGN,264.7781385289663,273.6750424256562,263.64215901846677,272.46270751953125,15039600,Amgen,True,True
2025-02-03,AMGN,273.88500067999513,295.43991183249176,270.53433665721974,280.2140197753906,21639300,Amgen,True,True
2025-02-10,AMGN,285.69203359679824,287.1066375823318,277.49309238777994,280.1875915527344,12763400,Amgen,True,True
2025-02-17,AMGN,280.76499180475304,293.8235820823163,278.10899340439227,291.5910339355469,10549500,Amgen,True,True
2025-02-24,AMGN,293.77547996901,306.3048089030289,291.6776406175379,296.4507141113281,17861300,Amgen,True,True
2025-03-03,AMGN,295.7578388362446,315.8221090854014,295.7578388362446,312.6175842285156,16441100,Amgen,True,True
2025-03-10,AMGN,311.91512064001853,323.22232025841015,297.0088728385704,301.8877868652344,14842500,Amgen,True,True
2025-03-17,AMGN,302.78273953313317,307.27673315530467,299.43387349261013,304.1299743652344,18721200,Amgen,True,True
2025-03-24,AMGN,303.12919150641994,305.6119510103828,292.0722027757446,295.382568359375,10885200,Amgen,True,True
2025-03-31,AMGN,295.9887731071533,303.1291618411183,282.6511040825523,283.2958679199219,16824400,Amgen,True,True
2025-04-07,AMGN,276.84833934527785,285.74975099396863,257.3229643816234,275.2027893066406,23222100,Amgen,True,True
2025-04-14,AMGN,275.9629962273172,285.0087785661063,258.3815159385528,266.84027099609375,12114400,Amgen,True,True
2025-04-21,AMGN,266.84029425728806,272.912498640466,260.1714299955371,270.2565002441406,10819200,Amgen,True,True
2025-04-28,AMGN,270.0544301263417,280.9959456396011,264.8290673635086,270.6221923828125,14322100,Amgen,True,True
2025-05-05,AMGN,270.9589903534145,271.3439104071123,255.64855807487868,255.84100341796875,15345100,Amgen,True,True
2025-05-12,AMGN,258.6942077275014,268.0334842080912,253.80127039310887,264.46087646484375,17394900,Amgen,True,True
2025-05-19,AMGN,264.62589467555404,268.8198408913128,261.2474626909583,263.7327575683594,11389200,Amgen,True,True
2025-05-26,AMGN,265.71321782531004,280.3822812158517,265.15012611737296,279.7706604003906,15022000,Amgen,True,True
2025-06-02,AMGN,277.30476558517034,285.0033534834946,274.7806301486741,281.8578796386719,11571200,Amgen,True,True
2025-06-09,AMGN,281.99386377059557,290.75064258577174,279.14937052864,286.6052551269531,10587800,Amgen,True,True
2025-06-16,AMGN,287.663413132699,290.05161988939176,278.2367677057091,280.8870849609375,13390800,Amgen,True,True
2025-06-23,AMGN,281.6152437575144,282.17833553116617,260.01451477360115,269.04315185546875,18084800,Amgen,True,True
2025-06-30,AMGN,270.7129404509592,290.2652237766287,268.5091619007172,289.537109375,10271700,Amgen,True,True
2025-07-07,AMGN,289.1876008383523,293.55628682747914,282.75106540737767,286.65374755859375,9322200,Amgen,True,True
2025-07-14,AMGN,285.2849303802323,292.21659404126603,283.42097401271303,286.15869140625,8369300,Amgen,True,True
2025-07-21,AMGN,286.1489502850534,302.19658997600845,285.03251416524597,297.63372802734375,9311100,Amgen,True,True
2025-07-28,AMGN,296.89592253297036,297.07066287122626,284.0519743842707,288.216796875,9568500,Amgen,True,True
2025-08-04,AMGN,288.6245525063474,293.5077721713042,273.431237099132,279.8192443847656,13948400,Amgen,True,True
2025-08-11,AMGN,281.28519217344905,288.3236325406482,274.3535573420281,287.8188171386719,9942600,Amgen,True,True
2025-08-18,AMGN,290.6038518310973,295.0471347699851,285.88653553155626,287.4622497558594,8813700,Amgen,True,True
2025-08-25,AMGN,286.37585958428957,288.3234824678574,278.8007716942436,281.58026123046875,8074900,Amgen,True,True
2025-09-01,AMGN,281.3649665751579,282.5883351102927,272.81118333506197,277.5970153808594,9473700,Amgen,True,True
2025-09-08,AMGN,275.0621562396805,276.91190371202964,269.29765951091673,270.50146484375,10713400,Amgen,True,True
2025-09-15,AMGN,270.18827887844117,280.0535092577766,265.82327859379666,279.32928466796875,18526900,Amgen,True,True
2025-09-22,AMGN,278.07656483814156,281.13988441291895,264.0224916487972,267.16412353515625,12381600,Amgen,True,True
2025-09-29,AMGN,267.28157254377874,295.23309538780967,264.9033511994464,291.5434265136719,14754900,Amgen,True,True
2025-10-06,AMGN,291.2791450500793,291.2889415557618,283.4104304019319,283.94873046875,10431700,Amgen,True,True
2025-10-13,AMGN,285.5342336177256,295.83009308879906,283.2734508154912,292.4438171386719,9990800,Amgen,True,True
2025-10-20,AMGN,293.09953144973997,297.3764229760455,284.4674360868551,285.54400634765625,7718400,Amgen,True,True
2025-10-27,AMGN,285.0057213419624,292.51232404728603,281.86411920947785,292.0718994140625,11581100,Amgen,True,True
2025-11-03,AMGN,292.07190612187674,316.0988833670171,285.8963438131476,313.37811279296875,17647500,Amgen,True,True
2025-11-10,AMGN,313.7695845129713,338.4718337275088,312.73217032952505,329.5657043457031,15319900,Amgen,True,True
2025-11-17,AMGN,332.80337699933625,340.5409029767669,329.9448949577884,332.7048034667969,15405300,Amgen,True,True
2025-11-24,AMGN,331.0291617505565,340.7084996149183,326.95831828554043,340.5113525390625,10022100,Amgen,True,True
2025-12-01,AMGN,338.15558979150615,341.4181722170719,323.92243784607865,325.1643981933594,14262800,Amgen,True,True
2025-12-08,AMGN,324.37586621050565,324.94757470371,307.9151074925348,313.1884460449219,14209100,Amgen,True,True
2025-12-15,AMGN,316.6087091727148,326.751314974065,314.489513598469,322.6903381347656,25344000,Amgen,True,True
2025-12-22,AMGN,322.3256774412527,329.59009931809004,321.40897658536613,328.1608581542969,5579500,Amgen,True,True
2025-12-29,AMGN,327.6975871456338,328.72269783426174,320.35432453761916,322.9466552734375,6393900,Amgen,True,True
2026-01-05,AMGN,320.265621340465,338.13588868323023,313.6517186337335,321.4287109375,13508100,Amgen,True,True
2026-01-12,AMGN,323.7647286559675,328.25940508530135,315.2090752843774,325.67694091796875,13365800,Amgen,True,True
2026-01-19,AMGN,320.9161455367514,344.9666465162566,317.1015870028281,339.8115539550781,12146100,Amgen,True,True
2026-01-26,AMGN,339.7622774954615,348.1897890191707,333.22724564452716,336.982666015625,14409000,Amgen,True,True
2026-02-02,AMGN,334.6071858145505,379.6032559686944,333.7397867622569,378.8147277832031,19687100,Amgen,True,True
2026-02-09,AMGN,377.84671744216007,381.73732061405184,358.2943541447581,366.4229736328125,13984800,Amgen,True,True
2026-02-16,AMGN,368.1002943100255,377.7275755537737,366.2343798860699,371.9412841796875,10326000,Amgen,True,True
2026-02-23,AMGN,372.44748338560623,387.2159645110808,371.4450435156162,385.25079345703125,13896000,Amgen,True,True
2026-03-02,AMGN,385.0919768078628,388.3573270508492,358.6913352266668,366.7604064941406,12888000,Amgen,True,True
2026-03-09,AMGN,365.5098596940118,377.2909212351586,363.1874012839806,363.4653015136719,10794400,Amgen,True,True
2026-03-16,AMGN,366.61154522409737,368.11023764426477,342.3646524678883,345.1932678222656,18666000,Amgen,True,True
